month,country,segment,category,amount_usd
2025-11,Guatemala,Mobile_Postpaid,interconnection_roaming,4729875.0
2025-11,Guatemala,Home,content_programming,12122976.88
2025-11,Guatemala,B2B,interconnection_capacity,4963537.12
2025-11,Guatemala,Tigo_Money,mfs_transaction,1052908.75
2025-11,Guatemala,Equipment,device_cogs,5649430.55
2025-12,Guatemala,Mobile_Prepaid,interconnection_commissions,7532993.76
2025-12,Guatemala,Mobile_Postpaid,interconnection_roaming,4731817.04
2025-12,Guatemala,Home,content_programming,12365450.8
2025-12,Guatemala,B2B,interconnection_capacity,5401270.49
2025-12,Guatemala,Tigo_Money,mfs_transaction,1044956.82
2025-12,Guatemala,Equipment,device_cogs,5739011.48
2026-01,Guatemala,Mobile_Prepaid,interconnection_commissions,7629688.59
2026-01,Guatemala,Mobile_Postpaid,interconnection_roaming,4709663.56
2026-01,Guatemala,Home,content_programming,12303167.92
2026-01,Guatemala,B2B,interconnection_capacity,5326687.78
2026-01,Guatemala,Tigo_Money,mfs_transaction,1059500.64
2026-01,Guatemala,Equipment,device_cogs,5743230.69
2026-02,Guatemala,Mobile_Prepaid,interconnection_commissions,7688796.37
2026-02,Guatemala,Mobile_Postpaid,interconnection_roaming,4764773.02
2026-02,Guatemala,Home,content_programming,12228215.69
2026-02,Guatemala,B2B,interconnection_capacity,5427718.54
2026-02,Guatemala,Tigo_Money,mfs_transaction,1048222.77
2026-02,Guatemala,Equipment,device_cogs,5855040.44
2026-03,Guatemala,Mobile_Prepaid,interconnection_commissions,7615714.73
2026-03,Guatemala,Mobile_Postpaid,interconnection_roaming,4743899.7
2026-03,Guatemala,Home,content_programming,12618215.54
2026-03,Guatemala,B2B,interconnection_capacity,5015202.43
2026-03,Guatemala,Tigo_Money,mfs_transaction,1045340.21
2026-03,Guatemala,Equipment,device_cogs,5795386.42
2026-04,Guatemala,Mobile_Prepaid,interconnection_commissions,7685392.21
2026-04,Guatemala,Mobile_Postpaid,interconnection_roaming,4695666.7
2026-04,Guatemala,Home,content_programming,12529407.07
2026-04,Guatemala,B2B,interconnection_capacity,5027685.04
2026-04,Guatemala,Tigo_Money,mfs_transaction,1050945.39
2026-04,Guatemala,Equipment,device_cogs,5772334.05
2026-05,Guatemala,Mobile_Prepaid,interconnection_commissions,7528952.88
2026-05,Guatemala,Mobile_Postpaid,interconnection_roaming,4664408.93
2026-05,Guatemala,Home,content_programming,11996991.4
2026-05,Guatemala,B2B,interconnection_capacity,5053398.76
2026-05,Guatemala,Tigo_Money,mfs_transaction,1064135.06
2026-05,Guatemala,Equipment,device_cogs,6027099.99
2026-06,Guatemala,Mobile_Prepaid,interconnection_commissions,7720441.7
2026-06,Guatemala,Mobile_Postpaid,interconnection_roaming,4640662.81
2026-06,Guatemala,Home,content_programming,12470601.13
2026-06,Guatemala,B2B,interconnection_capacity,5025674.76
2026-06,Guatemala,Tigo_Money,mfs_transaction,1045982.65
2026-06,Guatemala,Equipment,device_cogs,5982855.38
2024-01,Colombia,Mobile_Prepaid,interconnection_commissions,6798038.2
2024-01,Colombia,Mobile_Postpaid,interconnection_roaming,4173153.33
2024-01,Colombia,Home,content_programming,10969861.49
2024-01,Colombia,B2B,interconnection_capacity,4479429.57
2024-01,Colombia,Tigo_Money,mfs_transaction,941277.3
2024-01,Colombia,Equipment,device_cogs,5138270.72
2024-02,Colombia,Mobile_Prepaid,interconnection_commissions,6723546.39
2024-02,Colombia,Mobile_Postpaid,interconnection_roaming,4205646.9
2024-02,Colombia,Home,content_programming,10666594.74
2024-02,Colombia,B2B,interconnection_capacity,4504151.53
2024-02,Colombia,Tigo_Money,mfs_transaction,945580.56
2024-02,Colombia,Equipment,device_cogs,5052775.9
2024-03,Colombia,Mobile_Prepaid,interconnection_commissions,6706749.55
2024-03,Colombia,Mobile_Postpaid,interconnection_roaming,4232608.86
2024-03,Colombia,Home,content_programming,11007098.11
2024-03,Colombia,B2B,interconnection_capacity,4442595.55
2024-03,Colombia,Tigo_Money,mfs_transaction,928995.97
2024-03,Colombia,Equipment,device_cogs,5201347.92
2024-04,Colombia,Mobile_Prepaid,interconnection_commissions,6937312.37
2024-04,Colombia,Mobile_Postpaid,interconnection_roaming,4255386.18
2024-04,Colombia,Home,content_programming,11082151.2
2024-04,Colombia,B2B,interconnection_capacity,4494742.41
2024-04,Colombia,Tigo_Money,mfs_transaction,946415.12
2024-04,Colombia,Equipment,device_cogs,5237757.52
2024-05,Colombia,Mobile_Prepaid,interconnection_commissions,6889283.5
2024-05,Colombia,Mobile_Postpaid,interconnection_roaming,4212748.1
2024-05,Colombia,Home,content_programming,11064169.16
2024-05,Colombia,B2B,interconnection_capacity,4538211.63
2024-05,Colombia,Tigo_Money,mfs_transaction,952871.83
2024-05,Colombia,Equipment,device_cogs,5221469.61
2024-06,Colombia,Mobile_Prepaid,interconnection_commissions,6818778.39
2024-06,Colombia,Mobile_Postpaid,interconnection_roaming,4185874.83
2024-06,Colombia,Home,content_programming,11094348.34
2024-06,Colombia,B2B,interconnection_capacity,4486327.05
2024-06,Colombia,Tigo_Money,mfs_transaction,946554.42
2024-06,Colombia,Equipment,device_cogs,5092717.08
2024-07,Colombia,Mobile_Prepaid,interconnection_commissions,6791088.89
2024-07,Colombia,Mobile_Postpaid,interconnection_roaming,4171762.01
2024-07,Colombia,Home,content_programming,10957376.34
2024-07,Colombia,B2B,interconnection_capacity,4564452.61
2024-07,Colombia,Tigo_Money,mfs_transaction,961771.37
2024-07,Colombia,Equipment,device_cogs,5386955.66
2024-08,Colombia,Mobile_Prepaid,interconnection_commissions,6816358.75
2024-08,Colombia,Mobile_Postpaid,interconnection_roaming,4265948.02
2024-08,Colombia,Home,content_programming,11142630.42
2024-08,Colombia,B2B,interconnection_capacity,4521032.16
2024-08,Colombia,Tigo_Money,mfs_transaction,964544.14
2024-08,Colombia,Equipment,device_cogs,5125260.35
2024-09,Colombia,Mobile_Prepaid,interconnection_commissions,6861709.48
2024-09,Colombia,Mobile_Postpaid,interconnection_roaming,4382583.34
2024-09,Colombia,Home,content_programming,11021861.85
2024-09,Colombia,B2B,interconnection_capacity,4611820.82
2024-09,Colombia,Tigo_Money,mfs_transaction,960760.01
2024-09,Colombia,Equipment,device_cogs,5192552.23
2024-10,Colombia,Mobile_Prepaid,interconnection_commissions,6911679.95
2024-10,Colombia,Mobile_Postpaid,interconnection_roaming,4220169.87
2024-10,Colombia,Home,content_programming,11016165.39
2024-10,Colombia,B2B,interconnection_capacity,4567791.57
2024-10,Colombia,Tigo_Money,mfs_transaction,953837.51
2024-10,Colombia,Equipment,device_cogs,5240255.31
2024-11,Colombia,Mobile_Prepaid,interconnection_commissions,6964302.98
2024-11,Colombia,Mobile_Postpaid,interconnection_roaming,4304978.39
2024-11,Colombia,Home,content_programming,11137113.68
2024-11,Colombia,B2B,interconnection_capacity,4536316.59
2024-11,Colombia,Tigo_Money,mfs_transaction,964216.34
2024-11,Colombia,Equipment,device_cogs,5361391.91
2024-12,Colombia,Mobile_Prepaid,interconnection_commissions,6742109.45
2024-12,Colombia,Mobile_Postpaid,interconnection_roaming,4280112.63
2024-12,Colombia,Home,content_programming,11279419.12
2024-12,Colombia,B2B,interconnection_capacity,4624586.83
2024-12,Colombia,Tigo_Money,mfs_transaction,961914.69
2024-12,Colombia,Equipment,device_cogs,5311204.49
2025-01,Colombia,Mobile_Prepaid,interconnection_commissions,7010545.34
2025-01,Colombia,Mobile_Postpaid,interconnection_roaming,4323915.95
2025-01,Colombia,Home,content_programming,11128039.84
2025-01,Colombia,B2B,interconnection_capacity,4549182.62
2025-01,Colombia,Tigo_Money,mfs_transaction,952280.95
2025-01,Colombia,Equipment,device_cogs,5412859.05
2025-02,Colombia,Mobile_Prepaid,interconnection_commissions,6899170.16
2025-02,Colombia,Mobile_Postpaid,interconnection_roaming,4321601.39
2025-02,Colombia,Home,content_programming,11265746.7
2025-02,Colombia,B2B,interconnection_capacity,4605143.44
2025-02,Colombia,Tigo_Money,mfs_transaction,979300.33
2025-02,Colombia,Equipment,device_cogs,5270405.27
2025-03,Colombia,Mobile_Prepaid,interconnection_commissions,7083187.37
2025-03,Colombia,Mobile_Postpaid,interconnection_roaming,4455798.99
2025-03,Colombia,Home,content_programming,11065575.0
2025-03,Colombia,B2B,interconnection_capacity,4564931.95
2025-03,Colombia,Tigo_Money,mfs_transaction,979464.74
2025-03,Colombia,Equipment,device_cogs,5321741.42
2025-04,Colombia,Mobile_Prepaid,interconnection_commissions,6974874.36
2025-04,Colombia,Mobile_Postpaid,interconnection_roaming,4401588.54
2025-04,Colombia,Home,content_programming,11326575.72
2025-04,Colombia,B2B,interconnection_capacity,4645799.4
2025-04,Colombia,Tigo_Money,mfs_transaction,981914.77
2025-04,Colombia,Equipment,device_cogs,5277906.08
2025-05,Colombia,Mobile_Prepaid,interconnection_commissions,6956443.63
2025-05,Colombia,Mobile_Postpaid,interconnection_roaming,4503734.25
2025-05,Colombia,Home,content_programming,11247528.39
2025-05,Colombia,B2B,interconnection_capacity,4631073.11
2025-05,Colombia,Tigo_Money,mfs_transaction,951732.67
2025-05,Colombia,Equipment,device_cogs,5392343.71
2025-06,Colombia,Mobile_Prepaid,interconnection_commissions,7064038.36
2025-06,Colombia,Mobile_Postpaid,interconnection_roaming,4379046.55
2025-06,Colombia,Home,content_programming,11349702.88
2025-06,Colombia,B2B,interconnection_capacity,4588851.34
2025-06,Colombia,Tigo_Money,mfs_transaction,951416.29
2025-06,Colombia,Equipment,device_cogs,5319589.13
2025-07,Colombia,Mobile_Prepaid,interconnection_commissions,6959354.5
2025-07,Colombia,Mobile_Postpaid,interconnection_roaming,4370025.97
2025-07,Colombia,Home,content_programming,11520581.56
2025-07,Colombia,B2B,interconnection_capacity,4648217.22
2025-07,Colombia,Tigo_Money,mfs_transaction,1002874.6
2025-07,Colombia,Equipment,device_cogs,5382266.4
2025-08,Colombia,Mobile_Prepaid,interconnection_commissions,6915350.63
2025-08,Colombia,Mobile_Postpaid,interconnection_roaming,4374593.28
2025-08,Colombia,Home,content_programming,11780950.06
2025-08,Colombia,B2B,interconnection_capacity,4666473.57
2025-08,Colombia,Tigo_Money,mfs_transaction,989349.92
2025-08,Colombia,Equipment,device_cogs,5331007.11
2025-09,Colombia,Mobile_Prepaid,interconnection_commissions,7141551.24
2025-09,Colombia,Mobile_Postpaid,interconnection_roaming,4399530.11
2025-09,Colombia,Home,content_programming,11277106.58
2025-09,Colombia,B2B,interconnection_capacity,4680360.15
2025-09,Colombia,Tigo_Money,mfs_transaction,977326.66
2025-09,Colombia,Equipment,device_cogs,5407466.04
2025-10,Colombia,Mobile_Prepaid,interconnection_commissions,6954089.97
2025-10,Colombia,Mobile_Postpaid,interconnection_roaming,4364835.42
2025-10,Colombia,Home,content_programming,11419862.78
2025-10,Colombia,B2B,interconnection_capacity,4642705.91
2025-10,Colombia,Tigo_Money,mfs_transaction,968734.54
2025-10,Colombia,Equipment,device_cogs,5431787.06
2025-11,Colombia,Mobile_Prepaid,interconnection_commissions,7087439.03
2025-11,Colombia,Mobile_Postpaid,interconnection_roaming,4454192.14
2025-11,Colombia,Home,content_programming,11500290.03
2025-11,Colombia,B2B,interconnection_capacity,4716602.17
2025-11,Colombia,Tigo_Money,mfs_transaction,1012989.33
2025-11,Colombia,Equipment,device_cogs,5346068.0
2025-12,Colombia,Mobile_Prepaid,interconnection_commissions,7170688.55
2025-12,Colombia,Mobile_Postpaid,interconnection_roaming,4446990.68
2025-12,Colombia,Home,content_programming,11571629.47
2025-12,Colombia,B2B,interconnection_capacity,4733025.61
2025-12,Colombia,Tigo_Money,mfs_transaction,995006.12
2025-12,Colombia,Equipment,device_cogs,5486767.34
2026-01,Colombia,Mobile_Prepaid,interconnection_commissions,7216393.42
2026-01,Colombia,Mobile_Postpaid,interconnection_roaming,4437302.9
2026-01,Colombia,Home,content_programming,11505872.51
2026-01,Colombia,B2B,interconnection_capacity,4723047.22
2026-01,Colombia,Tigo_Money,mfs_transaction,970620.59
2026-01,Colombia,Equipment,device_cogs,5340161.29
2026-02,Colombia,Mobile_Prepaid,interconnection_commissions,7326475.54
2026-02,Colombia,Mobile_Postpaid,interconnection_roaming,4410827.05
2026-02,Colombia,Home,content_programming,11577215.97
2026-02,Colombia,B2B,interconnection_capacity,4656819.22
2026-02,Colombia,Tigo_Money,mfs_transaction,973693.15
2026-02,Colombia,Equipment,device_cogs,5468325.58
2026-03,Colombia,Mobile_Prepaid,interconnection_commissions,7141499.05
2026-03,Colombia,Mobile_Postpaid,interconnection_roaming,4514564.3
2026-03,Colombia,Home,content_programming,11636599.19
2026-03,Colombia,B2B,interconnection_capacity,4706455.93
2026-03,Colombia,Tigo_Money,mfs_transaction,1016969.14
2026-03,Colombia,Equipment,device_cogs,5445868.23
2026-04,Colombia,Mobile_Prepaid,interconnection_commissions,7273577.71
2026-04,Colombia,Mobile_Postpaid,interconnection_roaming,4418043.41
2026-04,Colombia,Home,content_programming,11568062.64
2026-04,Colombia,B2B,interconnection_capacity,4740825.04
2026-04,Colombia,Tigo_Money,mfs_transaction,999003.72
2026-04,Colombia,Equipment,device_cogs,5448769.09
2026-05,Colombia,Mobile_Prepaid,interconnection_commissions,7216486.88
2026-05,Colombia,Mobile_Postpaid,interconnection_roaming,4426066.68
2026-05,Colombia,Home,content_programming,11394314.45
2026-05,Colombia,B2B,interconnection_capacity,4759018.01
2026-05,Colombia,Tigo_Money,mfs_transaction,977063.63
2026-05,Colombia,Equipment,device_cogs,5563905.78
2026-06,Colombia,Mobile_Prepaid,interconnection_commissions,7186084.06
2026-06,Colombia,Mobile_Postpaid,interconnection_roaming,4454688.2
2026-06,Colombia,Home,content_programming,11976605.15
2026-06,Colombia,B2B,interconnection_capacity,4789460.94
2026-06,Colombia,Tigo_Money,mfs_transaction,990412.89
2026-06,Colombia,Equipment,device_cogs,5566798.21
2024-01,Panama,Mobile_Prepaid,interconnection_commissions,3620984.63
2024-01,Panama,Mobile_Postpaid,interconnection_roaming,2227790.86
2024-01,Panama,Home,content_programming,5679272.36
2024-01,Panama,B2B,interconnection_capacity,2323890.04
2024-01,Panama,Tigo_Money,mfs_transaction,489717.92
2024-01,Panama,Equipment,device_cogs,2690050.68
2024-02,Panama,Mobile_Prepaid,interconnection_commissions,3719330.51
2024-02,Panama,Mobile_Postpaid,interconnection_roaming,2176321.03
2024-02,Panama,Home,content_programming,5697807.36
2024-02,Panama,B2B,interconnection_capacity,2364532.58
2024-02,Panama,Tigo_Money,mfs_transaction,479929.59
2024-02,Panama,Equipment,device_cogs,2659819.65
2024-03,Panama,Mobile_Prepaid,interconnection_commissions,3659766.34
2024-03,Panama,Mobile_Postpaid,interconnection_roaming,2289535.59
2024-03,Panama,Home,content_programming,5750010.79
2024-03,Panama,B2B,interconnection_capacity,2372096.67
2024-03,Panama,Tigo_Money,mfs_transaction,486541.83
2024-03,Panama,Equipment,device_cogs,2640491.13
2024-04,Panama,Mobile_Prepaid,interconnection_commissions,3607409.56
2024-04,Panama,Mobile_Postpaid,interconnection_roaming,2221449.8
2024-04,Panama,Home,content_programming,5738357.68
2024-04,Panama,B2B,interconnection_capacity,2369097.92
2024-04,Panama,Tigo_Money,mfs_transaction,504567.48
2024-04,Panama,Equipment,device_cogs,2712711.54
2024-05,Panama,Mobile_Prepaid,interconnection_commissions,3625579.04
2024-05,Panama,Mobile_Postpaid,interconnection_roaming,2231329.1
2024-05,Panama,Home,content_programming,5700281.44
2024-05,Panama,B2B,interconnection_capacity,2385645.42
2024-05,Panama,Tigo_Money,mfs_transaction,504193.68
2024-05,Panama,Equipment,device_cogs,2742887.97
2024-06,Panama,Mobile_Prepaid,interconnection_commissions,3661965.94
2024-06,Panama,Mobile_Postpaid,interconnection_roaming,2265326.95
2024-06,Panama,Home,content_programming,5715769.2
2024-06,Panama,B2B,interconnection_capacity,2359965.7
2024-06,Panama,Tigo_Money,mfs_transaction,489923.45
2024-06,Panama,Equipment,device_cogs,2729430.06
2024-07,Panama,Mobile_Prepaid,interconnection_commissions,3608545.79
2024-07,Panama,Mobile_Postpaid,interconnection_roaming,2254860.87
2024-07,Panama,Home,content_programming,5820157.7
2024-07,Panama,B2B,interconnection_capacity,2343190.82
2024-07,Panama,Tigo_Money,mfs_transaction,509522.13
2024-07,Panama,Equipment,device_cogs,2774307.8
2024-08,Panama,Mobile_Prepaid,interconnection_commissions,3667437.01
2024-08,Panama,Mobile_Postpaid,interconnection_roaming,2269872.04
2024-08,Panama,Home,content_programming,5943266.65
2024-08,Panama,B2B,interconnection_capacity,2373777.29
2024-08,Panama,Tigo_Money,mfs_transaction,502405.73
2024-08,Panama,Equipment,device_cogs,2827887.92
2024-09,Panama,Mobile_Prepaid,interconnection_commissions,3639749.38
2024-09,Panama,Mobile_Postpaid,interconnection_roaming,2246718.12
2024-09,Panama,Home,content_programming,5809128.37
2024-09,Panama,B2B,interconnection_capacity,2461818.04
2024-09,Panama,Tigo_Money,mfs_transaction,507918.76
2024-09,Panama,Equipment,device_cogs,2839471.73
2024-10,Panama,Mobile_Prepaid,interconnection_commissions,3689822.7
2024-10,Panama,Mobile_Postpaid,interconnection_roaming,2308967.6
2024-10,Panama,Home,content_programming,5704931.13
2024-10,Panama,B2B,interconnection_capacity,2395428.4
2024-10,Panama,Tigo_Money,mfs_transaction,499157.28
2024-10,Panama,Equipment,device_cogs,2803184.92
2024-11,Panama,Mobile_Prepaid,interconnection_commissions,3647071.06
2024-11,Panama,Mobile_Postpaid,interconnection_roaming,2302739.09
2024-11,Panama,Home,content_programming,5874176.02
2024-11,Panama,B2B,interconnection_capacity,2388581.79
2024-11,Panama,Tigo_Money,mfs_transaction,502078.91
2024-11,Panama,Equipment,device_cogs,2797512.39
2024-12,Panama,Mobile_Prepaid,interconnection_commissions,3578026.06
2024-12,Panama,Mobile_Postpaid,interconnection_roaming,2241032.96
2024-12,Panama,Home,content_programming,5973124.96
2024-12,Panama,B2B,interconnection_capacity,2402861.07
2024-12,Panama,Tigo_Money,mfs_transaction,501664.44
2024-12,Panama,Equipment,device_cogs,2784429.87
2025-01,Panama,Mobile_Prepaid,interconnection_commissions,3732413.67
2025-01,Panama,Mobile_Postpaid,interconnection_roaming,2326465.44
2025-01,Panama,Home,content_programming,5959631.27
2025-01,Panama,B2B,interconnection_capacity,2373174.05
2025-01,Panama,Tigo_Money,mfs_transaction,501042.23
2025-01,Panama,Equipment,device_cogs,2790778.49
2025-02,Panama,Mobile_Prepaid,interconnection_commissions,3710535.99
2025-02,Panama,Mobile_Postpaid,interconnection_roaming,2271461.17
2025-02,Panama,Home,content_programming,5800864.63
2025-02,Panama,B2B,interconnection_capacity,2376313.47
2025-02,Panama,Tigo_Money,mfs_transaction,507524.27
2025-02,Panama,Equipment,device_cogs,2769386.23
2025-03,Panama,Mobile_Prepaid,interconnection_commissions,3667531.99
2025-03,Panama,Mobile_Postpaid,interconnection_roaming,2290408.94
2025-03,Panama,Home,content_programming,5979321.43
2025-03,Panama,B2B,interconnection_capacity,2452039.35
2025-03,Panama,Tigo_Money,mfs_transaction,519457.22
2025-03,Panama,Equipment,device_cogs,2783029.15
2025-04,Panama,Mobile_Prepaid,interconnection_commissions,3734587.92
2025-04,Panama,Mobile_Postpaid,interconnection_roaming,2318423.3
2025-04,Panama,Home,content_programming,5946218.63
2025-04,Panama,B2B,interconnection_capacity,2451332.35
