month,country,category,committed_usd,spent_usd
2024-06,Panama,fiber_transport,1935617.64,1683145.77
2024-06,Panama,core,974361.09,847270.51
2024-06,Panama,it_digital,960589.68,835295.38
2024-06,Panama,cpe,797934.3,693855.91
2024-06,Panama,spectrum_licenses,523828.87,455503.37
2024-06,Paraguay,ran_access,2095969.89,1822582.51
2024-06,Paraguay,fiber_transport,1409799.25,1225912.39
2024-06,Paraguay,core,711529.59,618721.38
2024-06,Paraguay,it_digital,703460.31,611704.62
2024-06,Paraguay,cpe,560378.04,487285.25
2024-06,Paraguay,spectrum_licenses,372914.61,324273.58
2024-07,Bolivia,ran_access,2285443.89,1987342.51
2024-07,Bolivia,fiber_transport,1507782.33,1311115.07
2024-07,Bolivia,core,752809.69,654617.12
2024-07,Bolivia,it_digital,742912.23,646010.63
2024-07,Bolivia,cpe,607067.44,527884.73
2024-07,Bolivia,spectrum_licenses,403143.19,350559.3
2024-07,Colombia,ran_access,5526127.99,4805328.69
2024-07,Colombia,fiber_transport,3712956.89,3228658.17
2024-07,Colombia,core,1871836.17,1627683.63
2024-07,Colombia,it_digital,1870532.79,1626550.26
2024-07,Colombia,cpe,1493089.11,1298338.36
2024-07,Colombia,spectrum_licenses,983616.8,855318.96
2024-07,Guatemala,ran_access,5855753.72,5091959.76
2024-07,Guatemala,fiber_transport,3876008.37,3370442.06
2024-07,Guatemala,core,1951152.18,1696654.07
2024-07,Guatemala,it_digital,1969170.05,1712321.78
2024-07,Guatemala,cpe,1556406.38,1353396.86
2024-07,Guatemala,spectrum_licenses,1051428.38,914285.55
2024-07,Panama,ran_access,2894719.54,2517147.42
2024-07,Panama,fiber_transport,1909783.89,1660681.65
2024-07,Panama,core,991088.82,861816.37
2024-07,Panama,it_digital,972039.9,845252.08
2024-07,Panama,cpe,773413.64,672533.6
2024-07,Panama,spectrum_licenses,513626.68,446631.9
2024-07,Paraguay,ran_access,2120605.38,1844004.68
2024-07,Paraguay,fiber_transport,1434067.16,1247014.92
2024-07,Paraguay,core,698163.24,607098.47
2024-07,Paraguay,it_digital,700129.7,608808.44
2024-07,Paraguay,cpe,571023.28,496541.98
2024-07,Paraguay,spectrum_licenses,364575.52,317022.19
2024-08,Bolivia,ran_access,2312637.33,2010988.98
2024-08,Bolivia,fiber_transport,1552834.45,1350290.83
2024-08,Bolivia,core,718692.42,624949.93
2024-08,Bolivia,it_digital,747374.19,649890.6
2024-08,Bolivia,cpe,592351.84,515088.55
2024-08,Bolivia,spectrum_licenses,397600.73,345739.76
2024-08,Colombia,ran_access,5518267.58,4798493.55
2024-08,Colombia,fiber_transport,3747357.86,3258572.05
2024-08,Colombia,core,1847879.76,1606851.96
2024-08,Colombia,it_digital,1825883.26,1587724.57
2024-08,Colombia,cpe,1476982.46,1284332.57
2024-08,Colombia,spectrum_licenses,994853.85,865090.3
2024-08,Guatemala,ran_access,5782909.25,5028616.74
2024-08,Guatemala,fiber_transport,3828618.73,3329233.68
2024-08,Guatemala,core,2021705.7,1758004.95
2024-08,Guatemala,it_digital,1943351.42,1689870.8
2024-08,Guatemala,cpe,1566504.29,1362177.65
2024-08,Guatemala,spectrum_licenses,1040264.31,904577.66
2024-08,Panama,ran_access,2988974.96,2599108.66
2024-08,Panama,fiber_transport,2029594.32,1764864.63
2024-08,Panama,core,996801.04,866783.51
2024-08,Panama,it_digital,965915.84,839926.81
2024-08,Panama,cpe,774290.23,673295.85
2024-08,Panama,spectrum_licenses,523878.11,455546.19
2024-08,Paraguay,ran_access,2108896.94,1833823.43
2024-08,Paraguay,fiber_transport,1375605.72,1196178.88
2024-08,Paraguay,core,714527.61,621328.35
2024-08,Paraguay,it_digital,694392.05,603819.17
2024-08,Paraguay,cpe,577430.16,502113.18
2024-08,Paraguay,spectrum_licenses,386848.19,336389.73
2024-09,Bolivia,ran_access,2275018.25,1978276.74
2024-09,Bolivia,fiber_transport,1532394.22,1332516.71
2024-09,Bolivia,core,747231.96,649766.92
2024-09,Bolivia,it_digital,768322.84,668106.82
2024-09,Bolivia,cpe,604401.33,525566.37
2024-09,Bolivia,spectrum_licenses,399389.72,347295.41
2024-09,Colombia,ran_access,5579097.31,4851388.97
2024-09,Colombia,fiber_transport,3709568.96,3225712.14
2024-09,Colombia,core,1858700.03,1616260.9
2024-09,Colombia,it_digital,1894585.21,1647465.4
2024-09,Colombia,cpe,1476732.04,1284114.81
2024-09,Colombia,spectrum_licenses,1022419.03,889060.02
2024-09,Guatemala,ran_access,5780385.64,5026422.3
2024-09,Guatemala,fiber_transport,4027366.31,3502057.66
2024-09,Guatemala,core,1935733.54,1683246.56
2024-09,Guatemala,it_digital,1965445.25,1709082.82
2024-09,Guatemala,cpe,1560860.88,1357270.33
2024-09,Guatemala,spectrum_licenses,1042862.58,906837.03
2024-09,Panama,ran_access,2990334.48,2600290.85
2024-09,Panama,fiber_transport,2014552.69,1751784.95
2024-09,Panama,core,1002613.88,871838.16
2024-09,Panama,it_digital,978905.42,851222.11
2024-09,Panama,cpe,790075.22,687021.93
2024-09,Panama,spectrum_licenses,519137.12,451423.58
2024-09,Paraguay,ran_access,2068682.67,1798854.49
2024-09,Paraguay,fiber_transport,1375924.19,1196455.82
2024-09,Paraguay,core,695314.78,604621.54
2024-09,Paraguay,it_digital,702518.93,610886.02
2024-09,Paraguay,cpe,544086.08,473118.33
2024-09,Paraguay,spectrum_licenses,373017.11,324362.71
2024-10,Bolivia,ran_access,2324953.3,2021698.52
2024-10,Bolivia,fiber_transport,1540832.93,1339854.72
2024-10,Bolivia,core,750939.29,652990.68
2024-10,Bolivia,it_digital,741851.78,645088.51
2024-10,Bolivia,cpe,610242.53,530645.68
2024-10,Bolivia,spectrum_licenses,390228.51,339329.14
2024-10,Colombia,ran_access,5658508.68,4920442.33
2024-10,Colombia,fiber_transport,3698173.84,3215803.34
2024-10,Colombia,core,1906683.37,1657985.54
2024-10,Colombia,it_digital,1807584.26,1571812.4
2024-10,Colombia,cpe,1504595.99,1308344.34
2024-10,Colombia,spectrum_licenses,987853.85,859003.35
2024-10,Guatemala,ran_access,5886713.65,5118881.43
2024-10,Guatemala,fiber_transport,3863798.96,3359825.18
2024-10,Guatemala,core,1989707.37,1730180.32
2024-10,Guatemala,it_digital,1992108.09,1732267.9
2024-10,Guatemala,cpe,1620418.94,1409059.95
2024-10,Guatemala,spectrum_licenses,1067760.49,928487.38
2024-10,Panama,ran_access,2922380.06,2541200.05
2024-10,Panama,fiber_transport,1936309.33,1683747.25
2024-10,Panama,core,962873.86,837281.62
2024-10,Panama,it_digital,1004804.38,873742.94
2024-10,Panama,cpe,777150.19,675782.77
2024-10,Panama,spectrum_licenses,535951.99,466045.21
2024-10,Paraguay,ran_access,2139342.44,1860297.77
2024-10,Paraguay,fiber_transport,1422059.06,1236573.1
2024-10,Paraguay,core,704270.41,612409.06
2024-10,Paraguay,it_digital,714566.11,621361.83
2024-10,Paraguay,cpe,565884.39,492073.39
2024-10,Paraguay,spectrum_licenses,375259.79,326312.86
2024-11,Bolivia,ran_access,2308800.6,2007652.7
2024-11,Bolivia,fiber_transport,1519928.67,1321677.11
2024-11,Bolivia,core,752541.44,654383.86
2024-11,Bolivia,it_digital,768490.72,668252.8
2024-11,Bolivia,cpe,608701.35,529305.52
2024-11,Bolivia,spectrum_licenses,409180.38,355809.02
2024-11,Colombia,ran_access,5566867.6,4840754.43
2024-11,Colombia,fiber_transport,3669437.92,3190815.58
2024-11,Colombia,core,1917561.34,1667444.64
2024-11,Colombia,it_digital,1912148.17,1662737.54
2024-11,Colombia,cpe,1514584.82,1317030.28
2024-11,Colombia,spectrum_licenses,990646.34,861431.6
2024-11,Guatemala,ran_access,5976394.33,5196864.63
2024-11,Guatemala,fiber_transport,4086104.22,3553134.11
2024-11,Guatemala,core,1990533.04,1730898.29
2024-11,Guatemala,it_digital,1982228.21,1723676.7
2024-11,Guatemala,cpe,1646496.8,1431736.35
2024-11,Guatemala,spectrum_licenses,1066504.08,927394.85
2024-11,Panama,ran_access,3051686.41,2653640.36
2024-11,Panama,fiber_transport,1940075.7,1687022.35
2024-11,Panama,core,998329.86,868112.92
2024-11,Panama,it_digital,1021857.38,888571.63
2024-11,Panama,cpe,792833.85,689420.74
2024-11,Panama,spectrum_licenses,526232.03,457593.07
2024-11,Paraguay,ran_access,2079441.17,1808209.71
2024-11,Paraguay,fiber_transport,1433882.08,1246853.98
2024-11,Paraguay,core,697293.59,606342.25
2024-11,Paraguay,it_digital,704392.92,612515.58
2024-11,Paraguay,cpe,553962.71,481706.7
2024-11,Paraguay,spectrum_licenses,385100.07,334869.62
2024-12,Bolivia,ran_access,2334457.65,2029963.18
2024-12,Bolivia,fiber_transport,1528852.47,1329436.93
2024-12,Bolivia,core,751662.24,653619.34
2024-12,Bolivia,it_digital,782612.68,680532.76
2024-12,Bolivia,cpe,608481.66,529114.49
2024-12,Bolivia,spectrum_licenses,401180.95,348853.0
2024-12,Colombia,ran_access,5430176.34,4721892.47
2024-12,Colombia,fiber_transport,3681236.84,3201075.51
2024-12,Colombia,core,1818426.41,1581240.36
2024-12,Colombia,it_digital,1841257.53,1601093.5
2024-12,Colombia,cpe,1503526.98,1307414.77
2024-12,Colombia,spectrum_licenses,985655.31,857091.57
2024-12,Guatemala,ran_access,6028802.84,5242437.25
2024-12,Guatemala,fiber_transport,3954673.04,3438846.12
2024-12,Guatemala,core,2000862.43,1739880.38
2024-12,Guatemala,it_digital,2057340.81,1788992.01
2024-12,Guatemala,cpe,1590788.69,1383294.51
2024-12,Guatemala,spectrum_licenses,1072249.26,932390.66
2024-12,Panama,ran_access,2887167.77,2510580.67
2024-12,Panama,fiber_transport,2015959.79,1753008.51
2024-12,Panama,core,978229.02,850633.93
2024-12,Panama,it_digital,1000905.05,870352.21
2024-12,Panama,cpe,786750.09,684130.52
2024-12,Panama,spectrum_licenses,530312.76,461141.53
2024-12,Paraguay,ran_access,2159572.1,1877888.78
2024-12,Paraguay,fiber_transport,1415656.24,1231005.43
2024-12,Paraguay,core,724416.5,629927.39
2024-12,Paraguay,it_digital,704580.88,612679.03
2024-12,Paraguay,cpe,576810.25,501574.13
2024-12,Paraguay,spectrum_licenses,377860.91,328574.7
2025-01,Bolivia,ran_access,2311520.99,2010018.25
2025-01,Bolivia,fiber_transport,1522368.54,1323798.73
2025-01,Bolivia,core,767052.31,667002.01
2025-01,Bolivia,it_digital,754220.65,655844.04
2025-01,Bolivia,cpe,615463.21,535185.4
2025-01,Bolivia,spectrum_licenses,409059.05,355703.52
2025-01,Colombia,ran_access,5595083.12,4865289.67
2025-01,Colombia,fiber_transport,3757297.59,3267215.3
2025-01,Colombia,core,1883983.24,1638246.29
2025-01,Colombia,it_digital,1862897.1,1619910.52
2025-01,Colombia,cpe,1501257.79,1305441.56
2025-01,Colombia,spectrum_licenses,987761.78,858923.28
2025-01,Guatemala,ran_access,6174279.13,5368938.37
2025-01,Guatemala,fiber_transport,4037508.57,3510877.02
2025-01,Guatemala,core,1995092.19,1734862.78
2025-01,Guatemala,it_digital,2022178.8,1758416.35
2025-01,Guatemala,cpe,1543050.83,1341783.33
2025-01,Guatemala,spectrum_licenses,1019813.73,886794.55
2025-01,Panama,ran_access,2991118.3,2600972.44
2025-01,Panama,fiber_transport,1965001.73,1708697.16
2025-01,Panama,core,999475.46,869109.1
2025-01,Panama,it_digital,1006127.96,874893.88
2025-01,Panama,cpe,813578.45,707459.52
2025-01,Panama,spectrum_licenses,525892.63,457297.94
2025-01,Paraguay,ran_access,2150394.79,1869908.51
2025-01,Paraguay,fiber_transport,1425336.21,1239422.79
2025-01,Paraguay,core,716238.07,622815.72
2025-01,Paraguay,it_digital,706980.72,614765.85
2025-01,Paraguay,cpe,581961.01,506053.05
2025-01,Paraguay,spectrum_licenses,379418.07,329928.76
2025-02,Bolivia,ran_access,2370043.7,2060907.56
2025-02,Bolivia,fiber_transport,1520401.92,1322088.63
2025-02,Bolivia,core,777886.84,676423.34
2025-02,Bolivia,it_digital,768579.21,668329.74
2025-02,Bolivia,cpe,612395.9,532518.17
2025-02,Bolivia,spectrum_licenses,414185.82,360161.59
2025-02,Colombia,ran_access,5622842.89,4889428.6
2025-02,Colombia,fiber_transport,3618032.62,3146115.32
2025-02,Colombia,core,1798170.36,1563626.4
2025-02,Colombia,it_digital,1918990.05,1668687.0
2025-02,Colombia,cpe,1534221.41,1334105.57
2025-02,Colombia,spectrum_licenses,1032945.22,898213.23
2025-02,Guatemala,ran_access,5924814.39,5152012.51
2025-02,Guatemala,fiber_transport,3875046.46,3369605.62
2025-02,Guatemala,core,1963063.45,1707011.69
2025-02,Guatemala,it_digital,1975796.01,1718083.49
2025-02,Guatemala,cpe,1556673.03,1353628.72
2025-02,Guatemala,spectrum_licenses,1079955.63,939091.85
2025-02,Panama,ran_access,3064999.85,2665217.26
2025-02,Panama,fiber_transport,1990058.59,1730485.73
2025-02,Panama,core,987755.32,858917.67
2025-02,Panama,it_digital,968911.68,842531.9
2025-02,Panama,cpe,808880.28,703374.16
2025-02,Panama,spectrum_licenses,527492.11,458688.79
2025-02,Paraguay,ran_access,2124642.93,1847515.59
2025-02,Paraguay,fiber_transport,1432890.49,1245991.73
2025-02,Paraguay,core,705071.02,613105.24
2025-02,Paraguay,it_digital,712861.63,619879.68
2025-02,Paraguay,cpe,556854.32,484221.15
2025-02,Paraguay,spectrum_licenses,385592.79,335298.08
2025-03,Bolivia,ran_access,2292829.71,1993764.96
2025-03,Bolivia,fiber_transport,1557792.58,1354602.24
2025-03,Bolivia,core,763168.5,663624.78
2025-03,Bolivia,it_digital,763912.23,664271.5
2025-03,Bolivia,cpe,601344.26,522908.05
2025-03,Bolivia,spectrum_licenses,412932.27,359071.54
2025-03,Colombia,ran_access,5636417.45,4901232.57
2025-03,Colombia,fiber_transport,3779625.07,3286630.49
2025-03,Colombia,core,1903681.57,1655375.28
2025-03,Colombia,it_digital,1907116.34,1658362.04
2025-03,Colombia,cpe,1484442.03,1290819.16
2025-03,Colombia,spectrum_licenses,1011771.97,879801.72
2025-03,Guatemala,ran_access,6094903.94,5299916.47
2025-03,Guatemala,fiber_transport,3992367.33,3471623.76
2025-03,Guatemala,core,2000788.36,1739815.97
2025-03,Guatemala,it_digital,2012440.88,1749948.59
2025-03,Guatemala,cpe,1603003.89,1393916.43
2025-03,Guatemala,spectrum_licenses,1054267.14,916754.03
2025-03,Panama,ran_access,2987279.8,2597634.61
2025-03,Panama,fiber_transport,2022540.49,1758730.86
2025-03,Panama,core,980716.82,852797.23
2025-03,Panama,it_digital,990722.19,861497.56
2025-03,Panama,cpe,780694.08,678864.42
2025-03,Panama,spectrum_licenses,538918.02,468624.36
2025-03,Paraguay,ran_access,2130424.27,1852542.84
2025-03,Paraguay,fiber_transport,1404229.03,1221068.72
2025-03,Paraguay,core,712110.78,619226.77
2025-03,Paraguay,it_digital,698402.45,607306.47
2025-03,Paraguay,cpe,560149.39,487086.43
2025-03,Paraguay,spectrum_licenses,371050.75,322652.83
2025-04,Bolivia,ran_access,2270022.5,1973932.61
2025-04,Bolivia,fiber_transport,1569389.02,1364686.11
2025-04,Bolivia,core,760470.75,661278.91
2025-04,Bolivia,it_digital,774275.54,673283.07
2025-04,Bolivia,cpe,607435.71,528204.97
2025-04,Bolivia,spectrum_licenses,414767.77,360667.62
2025-04,Colombia,ran_access,5613905.57,4881657.02
2025-04,Colombia,fiber_transport,3802889.6,3306860.52
2025-04,Colombia,core,1901833.4,1653768.17
2025-04,Colombia,it_digital,1967852.17,1711175.8
2025-04,Colombia,cpe,1534705.38,1334526.42
2025-04,Colombia,spectrum_licenses,1004533.62,873507.5
2025-04,Guatemala,ran_access,6128396.38,5329040.33
2025-04,Guatemala,fiber_transport,4175628.51,3630981.31
2025-04,Guatemala,core,1973089.42,1715729.93
2025-04,Guatemala,it_digital,1996524.38,1736108.16
2025-04,Guatemala,cpe,1611794.37,1401560.32
2025-04,Guatemala,spectrum_licenses,1071629.2,931851.48
2025-04,Panama,ran_access,2998260.02,2607182.62
2025-04,Panama,fiber_transport,1969923.85,1712977.26
2025-04,Panama,core,1025797.67,891997.98
2025-04,Panama,it_digital,983214.53,854969.16
2025-04,Panama,cpe,801127.19,696632.34
2025-04,Panama,spectrum_licenses,544161.06,473183.53
2025-04,Paraguay,ran_access,2146416.9,1866449.48
2025-04,Paraguay,fiber_transport,1410714.97,1226708.67
2025-04,Paraguay,core,701461.15,609966.22
2025-04,Paraguay,it_digital,713331.09,620287.9
2025-04,Paraguay,cpe,566171.29,492322.86
2025-04,Paraguay,spectrum_licenses,382935.08,332987.02
2025-05,Bolivia,ran_access,2273479.78,1976938.94
2025-05,Bolivia,fiber_transport,1566844.61,1362473.58
2025-05,Bolivia,core,775268.64,674146.64
2025-05,Bolivia,it_digital,776133.01,674898.27
2025-05,Bolivia,cpe,632670.0,550147.83
2025-05,Bolivia,spectrum_licenses,410058.88,356572.94
2025-05,Colombia,ran_access,5656947.21,4919084.53
2025-05,Colombia,fiber_transport,3781383.97,3288159.98
2025-05,Colombia,core,1900793.53,1652863.94
2025-05,Colombia,it_digital,1903691.46,1655383.88
2025-05,Colombia,cpe,1506147.9,1309693.82
2025-05,Colombia,spectrum_licenses,986299.13,857651.42
2025-05,Guatemala,ran_access,5967512.57,5189141.36
2025-05,Guatemala,fiber_transport,4033669.05,3507538.31
2025-05,Guatemala,core,2010082.38,1747897.72
2025-05,Guatemala,it_digital,2042399.1,1775999.22
2025-05,Guatemala,cpe,1652551.7,1437001.48
2025-05,Guatemala,spectrum_licenses,1082110.37,940965.54
2025-05,Panama,ran_access,3070433.68,2669942.33
2025-05,Panama,fiber_transport,2028136.75,1763597.17
2025-05,Panama,core,1028516.23,894361.94
2025-05,Panama,it_digital,1030693.13,896254.9
2025-05,Panama,cpe,813501.62,707392.72
2025-05,Panama,spectrum_licenses,540346.74,469866.73
2025-05,Paraguay,ran_access,2151652.04,1871001.77
2025-05,Paraguay,fiber_transport,1437965.48,1250404.76
2025-05,Paraguay,core,715792.16,622427.97
2025-05,Paraguay,it_digital,726164.22,631447.14
2025-05,Paraguay,cpe,569357.56,495093.53
2025-05,Paraguay,spectrum_licenses,382596.98,332693.02
2025-06,Bolivia,ran_access,2242984.52,1950421.32
2025-06,Bolivia,fiber_transport,1589653.62,1382307.5
2025-06,Bolivia,core,771989.37,671295.1
2025-06,Bolivia,it_digital,779857.8,678137.22
2025-06,Bolivia,cpe,633336.04,550726.99
2025-06,Bolivia,spectrum_licenses,414956.48,360831.72
2025-06,Colombia,ran_access,5854210.64,5090617.95
2025-06,Colombia,fiber_transport,3748683.98,3259725.2
2025-06,Colombia,core,1979500.17,1721304.5
