month,country,category,amount_usd
2024-02,Guatemala,it_software,2010286.33
2024-02,Guatemala,ga,1587591.99
2024-02,Guatemala,bad_debt,450572.35
2024-02,Panama,network_om,2698386.95
2024-02,Panama,energy,3126067.97
2024-02,Panama,site_lease,1926429.62
2024-02,Panama,personnel,3248091.06
2024-02,Panama,sales_marketing,2316533.1
2024-02,Panama,it_software,1014730.64
2024-02,Panama,ga,792725.45
2024-02,Panama,bad_debt,221517.42
2024-02,Paraguay,network_om,1922647.8
2024-02,Paraguay,energy,2198949.13
2024-02,Paraguay,site_lease,1371121.13
2024-02,Paraguay,personnel,2335862.15
2024-02,Paraguay,sales_marketing,1727969.04
2024-02,Paraguay,it_software,719844.63
2024-02,Paraguay,ga,567436.83
2024-02,Paraguay,bad_debt,162177.09
2024-03,Bolivia,network_om,2085999.81
2024-03,Bolivia,energy,2390479.51
2024-03,Bolivia,site_lease,1476344.27
2024-03,Bolivia,personnel,2509536.22
2024-03,Bolivia,sales_marketing,1838344.21
2024-03,Bolivia,it_software,771006.26
2024-03,Bolivia,ga,610904.6
2024-03,Bolivia,bad_debt,174712.95
2024-03,Colombia,network_om,5130457.35
2024-03,Colombia,energy,5926842.17
2024-03,Colombia,site_lease,3629465.49
2024-03,Colombia,personnel,6085446.31
2024-03,Colombia,sales_marketing,4480461.92
2024-03,Colombia,it_software,1879551.98
2024-03,Colombia,ga,1490478.89
2024-03,Colombia,bad_debt,423355.08
2024-03,Guatemala,network_om,5326068.79
2024-03,Guatemala,energy,6264822.4
2024-03,Guatemala,site_lease,3836956.49
2024-03,Guatemala,personnel,6398283.99
2024-03,Guatemala,sales_marketing,4689370.99
2024-03,Guatemala,it_software,2027108.36
2024-03,Guatemala,ga,1587639.88
2024-03,Guatemala,bad_debt,445437.46
2024-03,Panama,network_om,2719153.71
2024-03,Panama,energy,3143012.77
2024-03,Panama,site_lease,1889228.39
2024-03,Panama,personnel,3227292.47
2024-03,Panama,sales_marketing,2369181.83
2024-03,Panama,it_software,1018368.09
2024-03,Panama,ga,789156.22
2024-03,Panama,bad_debt,226919.17
2024-03,Paraguay,network_om,1974495.25
2024-03,Paraguay,energy,2212160.13
2024-03,Paraguay,site_lease,1375962.03
2024-03,Paraguay,personnel,2346381.24
2024-03,Paraguay,sales_marketing,1685470.87
2024-03,Paraguay,it_software,739629.44
2024-03,Paraguay,ga,564952.33
2024-03,Paraguay,bad_debt,164308.23
2024-04,Bolivia,network_om,2092478.11
2024-04,Bolivia,energy,2387030.94
2024-04,Bolivia,site_lease,1470129.16
2024-04,Bolivia,personnel,2450903.9
2024-04,Bolivia,sales_marketing,1818612.01
2024-04,Bolivia,it_software,785834.88
2024-04,Bolivia,ga,605665.31
2024-04,Bolivia,bad_debt,172522.81
2024-04,Colombia,network_om,5163231.3
2024-04,Colombia,energy,5990215.39
2024-04,Colombia,site_lease,3711668.69
2024-04,Colombia,personnel,6105861.31
2024-04,Colombia,sales_marketing,4498991.04
2024-04,Colombia,it_software,1948451.13
2024-04,Colombia,ga,1532962.39
2024-04,Colombia,bad_debt,436321.33
2024-04,Guatemala,network_om,5368495.45
2024-04,Guatemala,energy,6212464.2
2024-04,Guatemala,site_lease,3814919.99
2024-04,Guatemala,personnel,6438150.74
2024-04,Guatemala,sales_marketing,4833539.05
2024-04,Guatemala,it_software,2009751.24
2024-04,Guatemala,ga,1560074.97
2024-04,Guatemala,bad_debt,449272.36
2024-04,Panama,network_om,2707405.49
2024-04,Panama,energy,3112596.95
2024-04,Panama,site_lease,1920626.98
2024-04,Panama,personnel,3243732.9
2024-04,Panama,sales_marketing,2320900.92
2024-04,Panama,it_software,1024466.31
2024-04,Panama,ga,784940.82
2024-04,Panama,bad_debt,226621.51
2024-04,Paraguay,network_om,1925960.58
2024-04,Paraguay,energy,2236340.53
2024-04,Paraguay,site_lease,1385666.59
2024-04,Paraguay,personnel,2344487.59
2024-04,Paraguay,sales_marketing,1680808.89
2024-04,Paraguay,it_software,732082.09
2024-04,Paraguay,ga,563078.1
2024-04,Paraguay,bad_debt,163459.08
2024-05,Bolivia,network_om,2098662.42
2024-05,Bolivia,energy,2417011.62
2024-05,Bolivia,site_lease,1467172.75
2024-05,Bolivia,personnel,2495902.92
2024-05,Bolivia,sales_marketing,1847079.34
2024-05,Bolivia,it_software,768178.09
2024-05,Bolivia,ga,611101.51
2024-05,Bolivia,bad_debt,175205.89
2024-05,Colombia,network_om,5118747.88
2024-05,Colombia,energy,5809657.14
2024-05,Colombia,site_lease,3669612.94
2024-05,Colombia,personnel,6021595.68
2024-05,Colombia,sales_marketing,4482505.76
2024-05,Colombia,it_software,1923731.18
2024-05,Colombia,ga,1507584.68
2024-05,Colombia,bad_debt,424995.86
2024-05,Guatemala,network_om,5379995.45
2024-05,Guatemala,energy,6213067.24
2024-05,Guatemala,site_lease,3875818.18
2024-05,Guatemala,personnel,6581469.98
2024-05,Guatemala,sales_marketing,4668917.1
2024-05,Guatemala,it_software,2037772.97
2024-05,Guatemala,ga,1562870.72
2024-05,Guatemala,bad_debt,456035.25
2024-05,Panama,network_om,2682030.48
2024-05,Panama,energy,3081280.59
2024-05,Panama,site_lease,1906418.59
2024-05,Panama,personnel,3212494.9
2024-05,Panama,sales_marketing,2376574.53
2024-05,Panama,it_software,1020168.04
2024-05,Panama,ga,789589.76
2024-05,Panama,bad_debt,222629.58
2024-05,Paraguay,network_om,1988602.33
2024-05,Paraguay,energy,2260885.99
2024-05,Paraguay,site_lease,1414719.17
2024-05,Paraguay,personnel,2327808.0
2024-05,Paraguay,sales_marketing,1699952.05
2024-05,Paraguay,it_software,740066.43
2024-05,Paraguay,ga,583313.81
2024-05,Paraguay,bad_debt,164780.16
2024-06,Bolivia,network_om,2062520.06
2024-06,Bolivia,energy,2347507.13
2024-06,Bolivia,site_lease,1489830.63
2024-06,Bolivia,personnel,2428999.62
2024-06,Bolivia,sales_marketing,1795242.18
2024-06,Bolivia,it_software,779421.23
2024-06,Bolivia,ga,591686.34
2024-06,Bolivia,bad_debt,174429.35
2024-06,Colombia,network_om,5154824.88
2024-06,Colombia,energy,5922837.85
2024-06,Colombia,site_lease,3648922.43
2024-06,Colombia,personnel,6073470.8
2024-06,Colombia,sales_marketing,4435003.19
2024-06,Colombia,it_software,1918341.88
2024-06,Colombia,ga,1479634.61
2024-06,Colombia,bad_debt,428976.18
2024-06,Guatemala,network_om,5523343.35
2024-06,Guatemala,energy,6371378.3
2024-06,Guatemala,site_lease,3895385.9
2024-06,Guatemala,personnel,6566700.96
2024-06,Guatemala,sales_marketing,4779866.99
2024-06,Guatemala,it_software,2044807.26
2024-06,Guatemala,ga,1605617.79
2024-06,Guatemala,bad_debt,454818.96
2024-06,Panama,network_om,2724300.42
2024-06,Panama,energy,3080340.25
2024-06,Panama,site_lease,1907632.7
2024-06,Panama,personnel,3246976.19
2024-06,Panama,sales_marketing,2398528.25
2024-06,Panama,it_software,1008873.13
2024-06,Panama,ga,797783.73
2024-06,Panama,bad_debt,225211.75
2024-06,Paraguay,network_om,1965154.53
2024-06,Paraguay,energy,2283495.65
2024-06,Paraguay,site_lease,1403038.46
2024-06,Paraguay,personnel,2351879.53
2024-06,Paraguay,sales_marketing,1752358.05
2024-06,Paraguay,it_software,731643.27
2024-06,Paraguay,ga,567453.43
2024-06,Paraguay,bad_debt,162557.74
2024-07,Bolivia,network_om,2103720.42
2024-07,Bolivia,energy,2360418.86
2024-07,Bolivia,site_lease,1490836.91
2024-07,Bolivia,personnel,2490932.07
2024-07,Bolivia,sales_marketing,1859966.77
2024-07,Bolivia,it_software,793697.68
2024-07,Bolivia,ga,611464.59
2024-07,Bolivia,bad_debt,176796.73
2024-07,Colombia,network_om,5187860.22
2024-07,Colombia,energy,5856401.92
2024-07,Colombia,site_lease,3630309.71
2024-07,Colombia,personnel,5981583.41
2024-07,Colombia,sales_marketing,4457779.18
2024-07,Colombia,it_software,1917140.48
2024-07,Colombia,ga,1503336.05
2024-07,Colombia,bad_debt,425167.62
2024-07,Guatemala,network_om,5449761.0
2024-07,Guatemala,energy,6200222.27
2024-07,Guatemala,site_lease,3886763.97
2024-07,Guatemala,personnel,6532656.51
2024-07,Guatemala,sales_marketing,4812412.58
2024-07,Guatemala,it_software,2054434.51
2024-07,Guatemala,ga,1573263.09
2024-07,Guatemala,bad_debt,453663.33
2024-07,Panama,network_om,2713050.34
2024-07,Panama,energy,3108828.22
2024-07,Panama,site_lease,1931034.72
2024-07,Panama,personnel,3281341.48
2024-07,Panama,sales_marketing,2403043.9
2024-07,Panama,it_software,1011507.94
2024-07,Panama,ga,799944.45
2024-07,Panama,bad_debt,228468.49
2024-07,Paraguay,network_om,1938805.32
2024-07,Paraguay,energy,2258618.81
2024-07,Paraguay,site_lease,1382216.53
2024-07,Paraguay,personnel,2288469.76
2024-07,Paraguay,sales_marketing,1717987.04
2024-07,Paraguay,it_software,734528.13
2024-07,Paraguay,ga,568765.07
2024-07,Paraguay,bad_debt,162813.72
2024-08,Bolivia,network_om,2067771.11
2024-08,Bolivia,energy,2401024.7
2024-08,Bolivia,site_lease,1474600.54
2024-08,Bolivia,personnel,2477318.86
2024-08,Bolivia,sales_marketing,1828877.06
2024-08,Bolivia,it_software,772044.58
2024-08,Bolivia,ga,602044.22
2024-08,Bolivia,bad_debt,169764.35
2024-08,Colombia,network_om,5179786.01
2024-08,Colombia,energy,5830637.81
2024-08,Colombia,site_lease,3653192.83
2024-08,Colombia,personnel,6139089.62
2024-08,Colombia,sales_marketing,4534017.71
2024-08,Colombia,it_software,1908365.09
2024-08,Colombia,ga,1501284.42
2024-08,Colombia,bad_debt,436447.35
2024-08,Guatemala,network_om,5554355.71
2024-08,Guatemala,energy,6318265.29
2024-08,Guatemala,site_lease,3880537.71
2024-08,Guatemala,personnel,6418846.82
2024-08,Guatemala,sales_marketing,4811910.07
2024-08,Guatemala,it_software,2044247.64
2024-08,Guatemala,ga,1601436.26
2024-08,Guatemala,bad_debt,452125.36
2024-08,Panama,network_om,2744932.38
2024-08,Panama,energy,3155854.88
2024-08,Panama,site_lease,1952495.05
2024-08,Panama,personnel,3281410.15
2024-08,Panama,sales_marketing,2392077.96
2024-08,Panama,it_software,1017372.86
2024-08,Panama,ga,815128.05
2024-08,Panama,bad_debt,234915.75
2024-08,Paraguay,network_om,1972771.32
2024-08,Paraguay,energy,2220777.51
2024-08,Paraguay,site_lease,1380426.73
2024-08,Paraguay,personnel,2344111.75
2024-08,Paraguay,sales_marketing,1741670.79
2024-08,Paraguay,it_software,727607.85
2024-08,Paraguay,ga,572111.2
2024-08,Paraguay,bad_debt,163984.69
2024-09,Bolivia,network_om,2136425.79
2024-09,Bolivia,energy,2418589.75
2024-09,Bolivia,site_lease,1476995.3
2024-09,Bolivia,personnel,2530838.55
2024-09,Bolivia,sales_marketing,1874243.34
2024-09,Bolivia,it_software,793607.15
2024-09,Bolivia,ga,620268.5
2024-09,Bolivia,bad_debt,175667.35
2024-09,Colombia,network_om,5153550.36
2024-09,Colombia,energy,6016706.56
2024-09,Colombia,site_lease,3695729.88
2024-09,Colombia,personnel,6202159.5
2024-09,Colombia,sales_marketing,4616483.9
2024-09,Colombia,it_software,1928545.17
2024-09,Colombia,ga,1507540.71
2024-09,Colombia,bad_debt,433794.78
2024-09,Guatemala,network_om,5438371.95
2024-09,Guatemala,energy,6316002.0
2024-09,Guatemala,site_lease,3866726.93
2024-09,Guatemala,personnel,6430471.11
2024-09,Guatemala,sales_marketing,4788653.18
2024-09,Guatemala,it_software,2054427.07
2024-09,Guatemala,ga,1610147.86
2024-09,Guatemala,bad_debt,457557.66
2024-09,Panama,network_om,2753169.88
2024-09,Panama,energy,3150233.44
2024-09,Panama,site_lease,1937539.28
2024-09,Panama,personnel,3231122.28
2024-09,Panama,sales_marketing,2404876.27
2024-09,Panama,it_software,1024270.82
2024-09,Panama,ga,812935.11
2024-09,Panama,bad_debt,231461.12
2024-09,Paraguay,network_om,1959893.7
2024-09,Paraguay,energy,2240006.32
2024-09,Paraguay,site_lease,1378287.48
2024-09,Paraguay,personnel,2283708.98
2024-09,Paraguay,sales_marketing,1700408.86
2024-09,Paraguay,it_software,731064.63
2024-09,Paraguay,ga,569334.43
2024-09,Paraguay,bad_debt,163057.98
2024-10,Bolivia,network_om,2127503.99
2024-10,Bolivia,energy,2398747.65
2024-10,Bolivia,site_lease,1482996.81
2024-10,Bolivia,personnel,2539824.48
2024-10,Bolivia,sales_marketing,1858769.25
2024-10,Bolivia,it_software,787414.25
2024-10,Bolivia,ga,614172.38
2024-10,Bolivia,bad_debt,175485.71
2024-10,Colombia,network_om,5163426.36
2024-10,Colombia,energy,5942581.56
2024-10,Colombia,site_lease,3750143.41
2024-10,Colombia,personnel,6141275.54
2024-10,Colombia,sales_marketing,4546597.86
2024-10,Colombia,it_software,1903302.66
2024-10,Colombia,ga,1498241.31
2024-10,Colombia,bad_debt,435468.05
2024-10,Guatemala,network_om,5509442.17
2024-10,Guatemala,energy,6017556.34
2024-10,Guatemala,site_lease,3913139.41
2024-10,Guatemala,personnel,6642391.9
2024-10,Guatemala,sales_marketing,4706524.58
2024-10,Guatemala,it_software,2089249.37
2024-10,Guatemala,ga,1556713.68
2024-10,Guatemala,bad_debt,461586.21
2024-10,Panama,network_om,2734632.05
2024-10,Panama,energy,3060920.98
2024-10,Panama,site_lease,1945860.46
2024-10,Panama,personnel,3285247.64
2024-10,Panama,sales_marketing,2401733.72
2024-10,Panama,it_software,1031591.14
2024-10,Panama,ga,794392.93
2024-10,Panama,bad_debt,223702.74
2024-10,Paraguay,network_om,1982418.67
2024-10,Paraguay,energy,2295679.14
2024-10,Paraguay,site_lease,1410373.17
2024-10,Paraguay,personnel,2291875.56
2024-10,Paraguay,sales_marketing,1696756.81
2024-10,Paraguay,it_software,732062.11
2024-10,Paraguay,ga,565144.16
2024-10,Paraguay,bad_debt,164135.05
2024-11,Bolivia,network_om,2127609.04
2024-11,Bolivia,energy,2393829.34
2024-11,Bolivia,site_lease,1512850.28
2024-11,Bolivia,personnel,2531788.51
2024-11,Bolivia,sales_marketing,1844211.27
2024-11,Bolivia,it_software,793350.79
2024-11,Bolivia,ga,606180.78
2024-11,Bolivia,bad_debt,176018.78
2024-11,Colombia,network_om,5199127.65
2024-11,Colombia,energy,5966954.44
2024-11,Colombia,site_lease,3696421.85
2024-11,Colombia,personnel,6188604.87
2024-11,Colombia,sales_marketing,4536891.89
2024-11,Colombia,it_software,1955116.34
2024-11,Colombia,ga,1531570.44
2024-11,Colombia,bad_debt,432815.11
2024-11,Guatemala,network_om,5586062.9
2024-11,Guatemala,energy,6368533.62
2024-11,Guatemala,site_lease,3918820.45
2024-11,Guatemala,personnel,6647081.14
2024-11,Guatemala,sales_marketing,4845328.9
2024-11,Guatemala,it_software,2096210.09
2024-11,Guatemala,ga,1624561.04
2024-11,Guatemala,bad_debt,462620.96
2024-11,Panama,network_om,2747422.31
2024-11,Panama,energy,3142427.29
2024-11,Panama,site_lease,1920616.18
2024-11,Panama,personnel,3285844.73
2024-11,Panama,sales_marketing,2417487.15
2024-11,Panama,it_software,1042489.92
2024-11,Panama,ga,799703.94
2024-11,Panama,bad_debt,234099.68
2024-11,Paraguay,network_om,1955399.82
2024-11,Paraguay,energy,2229490.59
2024-11,Paraguay,site_lease,1376597.27
2024-11,Paraguay,personnel,2290804.53
2024-11,Paraguay,sales_marketing,1744009.78
2024-11,Paraguay,it_software,746226.18
2024-11,Paraguay,ga,575944.38
2024-11,Paraguay,bad_debt,162110.76
2024-12,Bolivia,network_om,2167004.01
2024-12,Bolivia,energy,2429894.59
2024-12,Bolivia,site_lease,1503359.32
2024-12,Bolivia,personnel,2563710.8
2024-12,Bolivia,sales_marketing,1874403.75
2024-12,Bolivia,it_software,815800.59
2024-12,Bolivia,ga,622243.64
2024-12,Bolivia,bad_debt,176639.55
2024-12,Colombia,network_om,5140045.38
2024-12,Colombia,energy,5817334.51
2024-12,Colombia,site_lease,3653017.41
2024-12,Colombia,personnel,6211958.02
2024-12,Colombia,sales_marketing,4552319.6
2024-12,Colombia,it_software,1939739.69
2024-12,Colombia,ga,1493447.09
2024-12,Colombia,bad_debt,431944.59
2024-12,Guatemala,network_om,5618798.06
2024-12,Guatemala,energy,6400838.53
2024-12,Guatemala,site_lease,3946450.24
2024-12,Guatemala,personnel,6552655.03
2024-12,Guatemala,sales_marketing,4909293.59
2024-12,Guatemala,it_software,2021503.08
2024-12,Guatemala,ga,1628524.53
2024-12,Guatemala,bad_debt,475583.03
2024-12,Panama,network_om,2700540.03
2024-12,Panama,energy,3133823.98
2024-12,Panama,site_lease,1941801.02
2024-12,Panama,personnel,3240604.63
2024-12,Panama,sales_marketing,2423875.85
2024-12,Panama,it_software,1032962.36
2024-12,Panama,ga,800847.15
2024-12,Panama,bad_debt,230294.02
2024-12,Paraguay,network_om,1983353.3
2024-12,Paraguay,energy,2345625.98
2024-12,Paraguay,site_lease,1406767.44
2024-12,Paraguay,personnel,2359440.63
2024-12,Paraguay,sales_marketing,1705716.77
2024-12,Paraguay,it_software,739602.6
2024-12,Paraguay,ga,585055.59
2024-12,Paraguay,bad_debt,163059.56
2025-01,Bolivia,network_om,2087283.34
2025-01,Bolivia,energy,2444631.23
2025-01,Bolivia,site_lease,1531589.24
2025-01,Bolivia,personnel,2533781.94
2025-01,Bolivia,sales_marketing,1859943.88
2025-01,Bolivia,it_software,785075.66
2025-01,Bolivia,ga,624888.41
2025-01,Bolivia,bad_debt,178913.12
2025-01,Colombia,network_om,5139468.94
2025-01,Colombia,energy,6063241.62
2025-01,Colombia,site_lease,3734386.5
2025-01,Colombia,personnel,6283583.86
2025-01,Colombia,sales_marketing,4604669.69
2025-01,Colombia,it_software,1974814.86
2025-01,Colombia,ga,1533926.22
2025-01,Colombia,bad_debt,439791.36
2025-01,Guatemala,network_om,5429218.17
2025-01,Guatemala,energy,6240774.53
2025-01,Guatemala,site_lease,3887561.72
2025-01,Guatemala,personnel,6557010.44
2025-01,Guatemala,sales_marketing,4856571.3
2025-01,Guatemala,it_software,2080067.37
2025-01,Guatemala,ga,1630701.18
2025-01,Guatemala,bad_debt,466060.89
2025-01,Panama,network_om,2766794.49
2025-01,Panama,energy,3205702.36
2025-01,Panama,site_lease,1960294.03
2025-01,Panama,personnel,3308123.34
2025-01,Panama,sales_marketing,2450028.84
2025-01,Panama,it_software,1011563.25
2025-01,Panama,ga,833919.87
2025-01,Panama,bad_debt,233907.56
2025-01,Paraguay,network_om,1970872.89
2025-01,Paraguay,energy,2315995.09
2025-01,Paraguay,site_lease,1399505.23
2025-01,Paraguay,personnel,2357517.17
2025-01,Paraguay,sales_marketing,1726387.4
2025-01,Paraguay,it_software,755877.64
2025-01,Paraguay,ga,577665.69
2025-01,Paraguay,bad_debt,165467.87
2025-02,Bolivia,network_om,2166493.71
2025-02,Bolivia,energy,2467130.68
2025-02,Bolivia,site_lease,1515413.4
2025-02,Bolivia,personnel,2570309.72
2025-02,Bolivia,sales_marketing,1921153.29
2025-02,Bolivia,it_software,805265.77
2025-02,Bolivia,ga,625062.37
2025-02,Bolivia,bad_debt,178685.48
2025-02,Colombia,network_om,5307950.89
2025-02,Colombia,energy,5966984.95
2025-02,Colombia,site_lease,3700536.86
2025-02,Colombia,personnel,6126216.79
2025-02,Colombia,sales_marketing,4530043.3
2025-02,Colombia,it_software,1954421.65
2025-02,Colombia,ga,1527142.77
2025-02,Colombia,bad_debt,444362.66
2025-02,Guatemala,network_om,5526467.32
2025-02,Guatemala,energy,6241373.38
2025-02,Guatemala,site_lease,3865413.15
2025-02,Guatemala,personnel,6617956.3
2025-02,Guatemala,sales_marketing,4864303.66
2025-02,Guatemala,it_software,2061927.26
2025-02,Guatemala,ga,1596190.6
2025-02,Guatemala,bad_debt,463259.24
2025-02,Panama,network_om,2721813.22
2025-02,Panama,energy,3162250.74
2025-02,Panama,site_lease,1991957.17
2025-02,Panama,personnel,3271129.6
2025-02,Panama,sales_marketing,2386777.35
2025-02,Panama,it_software,1035108.23
2025-02,Panama,ga,798027.51
2025-02,Panama,bad_debt,225910.53
2025-02,Paraguay,network_om,1993173.64
2025-02,Paraguay,energy,2293383.69
2025-02,Paraguay,site_lease,1397616.45
2025-02,Paraguay,personnel,2341509.25
2025-02,Paraguay,sales_marketing,1715270.43
2025-02,Paraguay,it_software,741106.6
2025-02,Paraguay,ga,574043.81
2025-02,Paraguay,bad_debt,163278.3
2025-03,Bolivia,network_om,2170703.2
2025-03,Bolivia,energy,2452055.33
2025-03,Bolivia,site_lease,1517422.16
2025-03,Bolivia,personnel,2551837.61
2025-03,Bolivia,sales_marketing,1878189.82
2025-03,Bolivia,it_software,795463.06
2025-03,Bolivia,ga,622950.21
2025-03,Bolivia,bad_debt,177024.44
2025-03,Colombia,network_om,5320394.61
2025-03,Colombia,energy,6090388.8
2025-03,Colombia,site_lease,3737794.57
2025-03,Colombia,personnel,6207263.31
2025-03,Colombia,sales_marketing,4641760.98
2025-03,Colombia,it_software,1982365.62
2025-03,Colombia,ga,1516060.86
2025-03,Colombia,bad_debt,443673.12
2025-03,Guatemala,network_om,5640397.54
2025-03,Guatemala,energy,6564766.02
2025-03,Guatemala,site_lease,3941449.96
2025-03,Guatemala,personnel,6597984.78
2025-03,Guatemala,sales_marketing,4834006.01
2025-03,Guatemala,it_software,2099204.14
2025-03,Guatemala,ga,1632611.09
2025-03,Guatemala,bad_debt,461756.08
2025-03,Panama,network_om,2767475.91
2025-03,Panama,energy,3114381.25
2025-03,Panama,site_lease,1982003.62
2025-03,Panama,personnel,3266857.27
2025-03,Panama,sales_marketing,2424940.59
2025-03,Panama,it_software,1024893.59
2025-03,Panama,ga,803898.52
2025-03,Panama,bad_debt,230381.75
2025-03,Paraguay,network_om,1978561.74
2025-03,Paraguay,energy,2278261.37
2025-03,Paraguay,site_lease,1421955.96
2025-03,Paraguay,personnel,2367087.9
2025-03,Paraguay,sales_marketing,1748176.68
2025-03,Paraguay,it_software,752853.13
2025-03,Paraguay,ga,580443.1
2025-03,Paraguay,bad_debt,164838.24
2025-04,Bolivia,network_om,2161190.29
2025-04,Bolivia,energy,2477946.71
2025-04,Bolivia,site_lease,1525333.66
2025-04,Bolivia,personnel,2503956.28
2025-04,Bolivia,sales_marketing,1856368.23
2025-04,Bolivia,it_software,800107.02
2025-04,Bolivia,ga,628902.24
2025-04,Bolivia,bad_debt,178252.87
2025-04,Colombia,network_om,5348323.53
2025-04,Colombia,energy,6139228.03
2025-04,Colombia,site_lease,3790756.81
2025-04,Colombia,personnel,6355497.13
2025-04,Colombia,sales_marketing,4579148.82
2025-04,Colombia,it_software,1992542.71
2025-04,Colombia,ga,1532952.32
2025-04,Colombia,bad_debt,433448.26
2025-04,Guatemala,network_om,5610047.84
2025-04,Guatemala,energy,6532655.37
2025-04,Guatemala,site_lease,4003627.77
2025-04,Guatemala,personnel,6817291.88
2025-04,Guatemala,sales_marketing,4931656.16
2025-04,Guatemala,it_software,2162105.97
2025-04,Guatemala,ga,1643890.17
2025-04,Guatemala,bad_debt,468955.27
2025-04,Panama,network_om,2759380.38
2025-04,Panama,energy,3238265.53
2025-04,Panama,site_lease,1969812.42
2025-04,Panama,personnel,3297550.22
2025-04,Panama,sales_marketing,2477081.29
2025-04,Panama,it_software,1060301.21
2025-04,Panama,ga,824462.92
2025-04,Panama,bad_debt,232067.15
2025-04,Paraguay,network_om,1990765.99
2025-04,Paraguay,energy,2280883.52
2025-04,Paraguay,site_lease,1421928.35
2025-04,Paraguay,personnel,2402272.46
2025-04,Paraguay,sales_marketing,1749236.34
2025-04,Paraguay,it_software,761815.33
2025-04,Paraguay,ga,586171.72
2025-04,Paraguay,bad_debt,165592.49
2025-05,Bolivia,network_om,2171454.15
2025-05,Bolivia,energy,2510047.11
2025-05,Bolivia,site_lease,1556208.4
2025-05,Bolivia,personnel,2587854.4
2025-05,Bolivia,sales_marketing,1884825.6
2025-05,Bolivia,it_software,805826.97
2025-05,Bolivia,ga,631742.73
2025-05,Bolivia,bad_debt,182490.54
2025-05,Colombia,network_om,5327520.35
2025-05,Colombia,energy,6105717.99
2025-05,Colombia,site_lease,3759258.41
2025-05,Colombia,personnel,6278427.56
2025-05,Colombia,sales_marketing,4633884.39
2025-05,Colombia,it_software,1991868.66
2025-05,Colombia,ga,1573945.51
2025-05,Colombia,bad_debt,440980.08
2025-05,Guatemala,network_om,5584789.94
2025-05,Guatemala,energy,6340762.93
2025-05,Guatemala,site_lease,3982248.16
2025-05,Guatemala,personnel,6719661.27
2025-05,Guatemala,sales_marketing,4964111.28
2025-05,Guatemala,it_software,2097455.81
2025-05,Guatemala,ga,1637417.92
2025-05,Guatemala,bad_debt,464440.67
2025-05,Panama,network_om,2804254.62
2025-05,Panama,energy,3206337.79
2025-05,Panama,site_lease,1977037.96
2025-05,Panama,personnel,3317081.66
2025-05,Panama,sales_marketing,2451856.31
2025-05,Panama,it_software,1042985.01
2025-05,Panama,ga,811629.71
2025-05,Panama,bad_debt,236460.18
2025-05,Paraguay,network_om,2056892.74
2025-05,Paraguay,energy,2266370.16
2025-05,Paraguay,site_lease,1400257.01
2025-05,Paraguay,personnel,2354597.33
